YPL111W	2,3,37,50,8	63,37	20,15,8,7,19,8,23
YPL131W	35,10,21,25,9	17,6,16,12,1,11,17,20	3,45,15,0,37
YPL149W	21,9,25,15,8,18,4	14,10,19,6,14,11,0,2,3,21	19,0,25,27,11,11,7
YPL201C	4,17,14,21,4,8,21,11	15,14,16,10,14,17,4,1,9	16,42,5,35,2
YPL211W	23,3,22,0,20,4,4,4,1,7,12	18,6,9,5,6,19,15,1,8,0,13	17,6,7,4,12,11,6,17,20
YPL222W	0,18,16,17,20,29	51,6,43	34,3,20,12,5,26
YPL240C	11,17,24,48	19,21,32,6,15,7	12,47,41
YPL248C	10,16,13,9,4,16,12,1,4,5,10	28,26,6,6,16,5,13	2,4,13,11,19,14,11,26
YPR010C	19,7,4,10,18,7,19,16	61,39	18,19,23,9,14,17
YPR035W	21,8,12,0,20,19,3,7,10	23,22,29,7,19	68,4,28
YPR041W	11,19,7,36,2,2,23	23,7,28,10,32	27,11,15,22,7,18
YPR048W	39,44,17	18,4,9,7,14,2,15,4,7,20	62,38
YPR062W	10,5,9,2,14,8,11,10,12,7,12	13,15,6,3,7,10,20,5,0,21	1,2,48,49
YPR080W	31,69	4,4,13,27,17,2,33	4,17,14,12,8,11,17,6,1,10
YPR102C	10,18,2,2,12,27,4,25	18,18,13,5,12,15,3,10,6	18,1,29,27,25
YPR110C	12,7,8,9,2,3,17,8,18,10,6	15,6,4,5,11,13,11,11,9,0,15	3,7,17,24,29,20
YPR113W	4,5,8,17,10,5,10,16,8,11,6	16,3,0,10,12,15,15,4,2,15,8	13,12,11,2,14,10,4,10,0,10,14
YPR119W	33,23,3,41	9,6,30,4,6,12,33	3,1,21,75
YPR124W	34,14,52	7,9,64,20	1,19,12,11,9,14,16,0,18
YPR145W	9,35,0,31,25	73,27	2,5,9,4,2,18,10,6,13,8,23
YPR167	2,14,24,18,42	2,19,22,11,7,4,35	6,79,6,9
