ID, ,,Data1,,, ,,Data1,,
YMR138W, ,0.869835253,0.857525957,0.060162023,0.873657526, ,0.771385515,0.540427882,0.484165036,0.080647874
YMR146C, ,0.165723127,0.300437706,0.812349039,0.236900388, ,0.936268342,0.418414353,0.814958748,0.753532625
YMR183C, ,0.057261808,0.266392604,0.909643505,0.048949635, ,0.069137062,0.590996849,0.105863427,0.390794044
YMR186W, ,0.697884777,0.693633423,0.881303935,0.45703189, ,0.308973007,0.634112187,0.101771104,0.738530276
YMR255W, ,0.938164535,0.688397412,0.802709714,0.22057672, ,0.740366633,0.523222897,0.160440261,0.468178928
YMR291W, ,0.350294301,0.649357632,0.293662165,0.890395775, ,0.409601897,0.603629962,0.992810845,0.787350505
YMR300C, ,0.778022064,0.750765498,0.459388452,0.293895858, ,0.966110627,0.994191888,0.237477442,0.874019455
YMR309C, ,0.499405077,0.205885452,0.029442364,0.247474601, ,0.57067402,0.19915135,0.721667757,0.011418881
YMR311C, ,0.988145916,0.581475232,0.123285857,0.737210578, ,0.13419649,0.17388287,0.395927115,0.114289646
YNL036W, ,0.459895303,0.943030543,0.677947703,0.079016815, ,0.738724733,0.684740903,0.353448505,0.015045777
YNL047C, ,0.613835245,0.789123414,0.56768279,0.031292826, ,0.472027204,0.376187457,0.14453921,0.504675944
YNL050C, ,0.236952203,0.705754496,0.734001161,0.505040489, ,0.452568025,0.702894364,0.022363024,0.077993783
YNL069C, ,0.638912697,0.245243391,0.969175518,0.91635906, ,0.218470959,0.975569553,0.620214534,0.615778
YNL091W, ,0.083800025,0.476443928,0.301594176,0.742069431, ,0.108952061,0.734130847,0.048994993,0.995525883
YNL098C, ,0.19539089,0.442621688,0.980005213,0.714735936, ,0.140975187,0.762416226,0.77718864,0.477706872
YNL113W, ,0.012382331,0.452554246,0.414239969,0.437206005, ,0.679318146,0.758125719,0.425086232,0.656219019
YNL116W, ,0.544201912,0.11083419,0.958788314,0.883758206, ,0.955261067,0.337444492,0.697014253,0.719349336
YNL117W, ,0.969900962,0.937787809,0.222753862,0.96556868, ,0.429070807,0.183772599,0.124309071,0.180259073
YNL135C, ,0.979320427,0.923914933,0.184542687,0.008323257, ,0.549212919,0.65071832,0.432596736,0.895885499
YNL145W, ,0.633207694,0.228494541,0.722581593,0.564561498, ,0.485863468,0.012724774,0.866838828,0.551122737
YNL154C, ,0.810917465,0.401675202,0.713457504,0.772748052, ,0.201229228,0.54947442,0.110366997,0.470238798
YNL164C, ,0.397577914,0.951208103,0.974575459,0.797655305, ,0.381281529,0.970636845,0.351923229,0.599122811
YNL167C, ,0.629621199,0.771765495,0.257994456,0.27298239, ,0.388798691,0.55641543,0.793104905,0.214682637
YNL189W, ,0.653383121,0.788109198,0.559271767,0.758061564, ,0.439852047,0.815042516,0.930054281,0.773528569
YNL199C, ,0.73929379,0.104874005,0.880860939,0.129141855, ,0.946485504,0.673764623,0.528748216,0.230328403
YNL214W, ,0.849022746,0.947007464,0.775950798,0.153150058, ,0.4601976,0.558718061,0.886021727,0.669908968
YNL216W, ,0.153313878,0.40724395,0.838913475,0.679823416, ,0.823882291,0.241981507,0.865679726,0.350711879
YNL236W, ,0.193986761,0.207232964,0.16382237,0.251024997, ,0.609349108,0.546624197,0.915402836,0.947413496
YNL301C, ,0.428236505,0.598244038,0.530205394,0.106712011, ,0.988191615,0.3077742,0.62030308,0.678091868
YNL307C, ,0.610233759,0.657345987,0.354195327,0.699557501, ,0.917253836,0.573392119,0.140669647,0.992548153
YNL311C, ,0.935153757,0.931675678,0.420556255,0.899689488, ,0.903878508,0.20007372,0.300259252,0.751110537
YNL312W, ,0.141117178,0.115488249,0.571690222,0.883086586, ,0.08416169,0.865307765,0.475027666,0.679152608
YNR007C, ,0.406110487,0.07796396,0.922039631,0.59250338, ,0.978771477,0.887012186,0.546574617,0.503376797
YNR050C, ,0.442075105,0.661747532,0.203796205,0.358474195, ,0.976562045,0.066959269,0.86925128,0.686240415
YNR053C, ,0.075214255,0.26999668,0.073478207,0.897617463, ,0.479534965,0.859882502,0.273619546,0.873821698
YOL016C, ,0.921180052,0.770897101,0.59752522,0.519669492, ,0.338091373,0.043214949,0.170224776,0.562569951
YOL051W, ,0.476890573,0.418869044,0.161394401,0.876145426, ,0.793545856,0.493197549,0.888080502,0.608341732
YOL058W, ,0.629653199,0.851136361,0.972734399,0.689198344, ,0.767642793,0.488802155,0.1237128,0.333984972
YOL059W, ,0.604912928,0.601749871,0.397054048,0.857707883, ,0.739303451,0.029412057,0.167858593,0.43218299
YOL086C, ,0.366782986,0.813199414,0.438028087,0.20159936, ,0.842234365,0.282988433,0.85921011,0.083166255
YOL120C, ,0.427856754,0.354196545,0.047275997,0.760129902, ,0.240946573,0.7329127,0.58968606,0.934518757
YOL123W, ,0.091758363,0.232112395,0.092748289,0.319040946, ,0.389987739,0.41805398,0.364468204,0.409158002
YOL127W, ,0.501476984,0.605992291,0.272178479,0.756641951, ,0.908187738,0.085145303,0.963528014,0.085230245
YOL136C, ,0.631458831,0.202483995,0.974908972,0.135369613, ,0.717346652,0.624696049,0.822538679,0.509501089
YOL149W, ,0.777357194,0.029698712,0.117243213,0.197295749, ,0.221757684,0.849780171,0.127549635,0.281163879
YOL156W, ,0.727401645,0.112686923,0.377421081,0.578307253, ,0.717271687,0.210233774,0.036262213,0.805883291
YOR036W, ,0.624498626,0.763285591,0.375089888,0.46514722, ,0.934912045,0.883053863,0.282460592,0.533827871
YOR039W, ,0.45822424,0.205826277,0.896921375,0.420626411, ,0.408242227,0.417347268,0.918561383,0.01506576
YOR089C, ,0.979302412,0.193393673,0.983251105,0.608554748, ,0.089918764,0.034124451,0.688313228,0.455835706
YOR120W, ,0.817804794,0.837306845,0.007467935,0.574955456, ,0.238223822,0.202982104,0.252391991,0.495904569
YOR167C, ,0.398368582,0.308736378,0.316090729,0.560591343, ,0.806415027,0.404834822,0.518683503,0.499247138
YOR178C, ,0.865997771,0.12877484,0.380535652,0.797466416, ,0.827506598,0.157587595,0.508791266,0.268549199
YOR202W, ,0.568237814,0.588720968,0.846519318,0.222450728, ,0.399098409,0.974661808,0.167453028,0.661739537
YOR204W, ,0.28362092,0.134359147,0.387556059,0.461711006, ,0.256247415,0.356647634,0.879992866,0.660006915
YOR212W, ,0.84428217,0.711003602,0.315426826,0.919676002, ,0.3193557,0.427099918,0.135227428,0.036413394
YOR215C, ,0.987336024,0.356616857,0.930345359,0.533699888, ,0.610958094,0.870305946,0.677813606,0.112292755
YOR264W, ,0.227260666,0.895640905,0.646476473,0.774214844, ,0.323131976,0.796432252,0.593451279,0.751120928
YOR290C, ,0.145266222,0.511959904,0.790713958,0.433905716, ,0.890253727,0.129703249,0.110639293,0.344458907
YOR303W, ,0.699455851,0.905820138,0.26867014,0.651960911, ,0.975498314,0.090502931,0.239351178,0.594035466
YOR310C, ,0.334241815,0.638064902,0.491801365,0.172269083, ,0.423590308,0.238787141,0.404236547,0.117218916
YOR315W, ,0.394827613,0.207155448,0.271278109,0.481454267, ,0.080160662,0.175881971,0.961885148,0.521635068
YOR326W, ,0.602904036,0.631571659,0.132036754,0.675070018, ,0.606355746,0.428761799,0.867201121,0.516917345
YOR327C, ,0.845828267,0.573589199,0.910479491,0.836944715, ,0.658077503,0.774766558,0.783204409,0.52035335
YOR355W, ,0.201434804,0.167740605,0.979474129,0.427848681, ,0.438651987,0.808687439,0.038533043,0.403222389
YOR361C, ,0.64413692,0.580031946,0.472897958,0.466310745, ,0.132394651,0.026029324,0.127968217,0.138793924
YOR362C, ,0.414032712,0.955786596,0.568232128,0.250313843, ,0.842875258,0.951482674,0.388203161,0.541513088
YPL031C, ,0.103048006,0.124529968,0.502224637,0.983250033, ,0.1787526,0.887031297,0.766792956,0.128501526
YPL075W, ,0.83019314,0.583119924,0.188280939,0.63203463, ,0.453961639,0.213666123,0.447775199,0.142294147
YPL089C, ,0.960366629,0.194181113,0.810763887,0.455840722, ,0.788122046,0.780901981,0.887925891,0.529282346
YPL111W, ,0.896504925,0.796875364,0.882678505,0.921482312, ,0.740079518,0.464149867,0.30732669,0.445987418
YPL131W, ,0.296534901,0.781709823,0.524712598,0.492204443, ,0.724405174,0.222163241,0.966961734,0.317745876
YPL149W, ,0.3299454,0.179982863,0.832279707,0.545583808, ,0.80985327,0.663905758,0.593874338,0.585941368
YPL201C, ,0.893992682,0.778009642,0.7685596,0.086837166, ,0.668662705,0.677894966,0.986142839,0.617318088
YPL211W, ,0.426863291,0.447295319,0.280155477,0.927523175, ,0.938522234,0.417644815,0.521407848,0.788569078
YPL222W, ,0.530991989,0.704042034,0.727071963,0.880321986, ,0.948297266,0.884958296,0.18599322,0.674829915
YPL240C, ,0.734434367,0.008148456,0.814426267,0.135778214, ,0.419852396,0.765436975,0.7559952,0.628687663
YPL248C, ,0.144212221,0.582750915,0.832097075,0.630965865, ,0.655123201,0.01856866,0.72943596,0.335458054
YPR010C, ,0.708984519,0.915328244,0.774384971,0.713965759, ,0.504651898,0.677963448,0.950223607,0.950038835
YPR035W, ,0.905253748,0.185813692,0.840058977,0.962800322, ,0.523395272,0.659413672,0.123244578,0.739210202
YPR041W, ,0.948874074,0.245201939,0.319315091,0.963173237, ,0.822602701,0.999249332,0.893710955,0.679523265
YPR048W, ,0.309716367,0.963237676,0.471729732,0.842837881, ,0.978756236,0.522887985,0.681387623,0.968552168
YPR062W, ,0.990557643,0.227991929,0.036494021,0.372341027, ,0.80466829,0.139514699,0.61838031,0.271706933
YPR080W, ,0.060450675,0.965685251,0.786444864,0.993956593, ,0.304665044,0.760813864,0.618557385,0.105564121
YPR102C, ,0.455150194,0.950985576,0.223808271,0.389186828, ,0.166401736,0.335122653,0.746362599,0.613522362
YPR110C, ,0.671606107,0.20201883,0.089425314,0.983433226, ,0.84964999,0.887184038,0.566954504,0.369389762
YPR113W, ,0.824497282,0.284339749,0.421968684,0.670591718, ,0.685058585,0.549864107,0.691365965,0.130013929
YPR119W, ,0.216772153,0.322700067,0.638692891,0.993167578, ,0.355009728,0.453323044,0.579599913,0.929009903
YPR124W, ,0.678531744,0.52023649,0.51065566,0.271747977, ,0.269750455,0.588028782,0.961543857,0.347235
YPR145W, ,0.871266008,0.353166815,0.648590994,0.312885797, ,0.27307271,0.388627325,0.758029776,0.661888008
YPR167C, ,0.73901733,0.986207909,0.82394916,0.565412439, ,0.417899425,0.349415571,0.26682062,0.40936402
